Score,Latitude,Longitude,Location,Price,Size,Title,Matched Criteria,Penalties,URL,Description
46,43.11593,23.393021,"v. Миланово, област София, Bulgaria",49 500 € (181 €/m 2 ) Цената е с включено ДДС,273 кв.м,"Продава КЪЩА област София, с. Миланово Обява: 1j177919729552959","+нова(+12), +гараж(+10), +ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j177919729552959-prodava-kashta-oblast-sofiya-s-milanovo,"ЗК REAL ESTATE, ви представя еднофамилна къща в забележителното село Миланово. Къщата е строена в края на 90-те години, здраво монолитно строителство, с застроена площ на етаж от 91 м2 или обща площ на всички етажи 273 м2. Двор: 520 м2 Състои се от: ..."
45,42.9126669,23.87148,"v. Разлив, област София, Bulgaria",49 000 € (942 €/m 2 ) Не се начислява ДДС История на цената,52 кв.м,"Продава КЪЩА област София, с. Разлив Обява: 1j175999198941505","+акт 16(+25), +ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1j175999198941505-prodava-kashta-oblast-sofiya-s-razliv,"JJCorporation предлага на Вашето внимание къща в с. Разлив, община Правец, разположена в непосредствена близост до голф игрище Правец, едва на около 60 км от София. Районът е изключително живописен, с чист въздух, красива природа и спокойна среда, съ..."
40,42.5906044,23.9317217,"v. Каменица, област София, Bulgaria",32 000 € (400 €/m 2 ) Цената е с включено ДДС История на цената,80 кв.м,"Продава КЪЩА област София, с. Каменица Обява: 1j178419248084002","+нова(+12), +ток(+10), +вода(+10), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1j178419248084002-prodava-kashta-oblast-sofiya-s-kamenitsa,"Агенция SUPRIMMO: www.suprimmo.bg Продава се атрактивен планински имот с площ от 1500 кв.м, застроена къща и плевня в живописната махала Брестака (Скумца) на село Каменица, община Мирково, Софийска област. Имот с огромен потенциал, панорама и спокойс..."
37,42.730173,23.052914,"v. Мала Раковица, област София, Bulgaria",29 000 € (1 261 €/m 2 ) Не се начислява ДДС История на цената,23 кв.м,"Продава ВИЛА област София, с. Мала Раковица Обява: 1k159579309449284","+ток(+10), +вода(+10), +целогодишен достъп(+12), +сонда(+5)",,https://www.imot.bg/obiava-1k159579309449284-prodava-vila-oblast-sofiya-s-mala-rakovitsa,РиълНет офис Партнерс продава малка вила в м. Витошица в близост до Клисурския манастир до Банкя. Сградата е със застроена площ от 23 кв.м. разпредекени в две помещения   дневна с кухненски кът /дървена/ и спалня /масивна/. Отделно има външна тоалетн...
36,43.016248,23.047016,"t. Годеч, област София, Bulgaria",32 000 € (400 €/m 2 ) Цената е с включено ДДС История на цената,80 кв.м,"Продава КЪЩА област София, гр. Годеч Обява: 1j176519760275383","+ток(+10), +вода(+10), +целогодишен достъп(+12), +двор(+4)",,https://www.imot.bg/obiava-1j176519760275383-prodava-kashta-oblast-sofiya-gr-godech,"ЕРА Надежда продава къща в село Каленовци, град Годеч с площ 60 кв.м., двор с площ 870 кв.м. Предлагаме за продажба имот с отличен потенциал, разположен в спокойно и обитаемо село, недалеч от столицата, с постоянно живеещи съседи. Къщата е с площ от ..."
36,42.994363,23.090871,"v. Шума, област София, Bulgaria",39 000 € (390 €/m 2 ) Не се начислява ДДС История на цената,100 кв.м,"Продава КЪЩА област София, с. Шума махала Странето Обява: 1j178250479798940","+ток(+10), +вода(+10), +целогодишен достъп(+12), +двор(+4)",,https://www.imot.bg/obiava-1j178250479798940-prodava-kashta-oblast-sofiya-s-shuma-mahala-straneto,"Агенция за недвижими имоти АС 'Джей-Ди'има възможност да предложи на своите клиенти: Уединена къща с целогодишен достъп на 42 км от София /30 минути/ и на 5 км от гр. Годеч.Имотът се състои от къща на три нива от 1980г./сутерен от 10 кв метра,първи е..."
36,42.98989,23.37112,"v. Желен, област София, Bulgaria",33 000 € (550 €/m 2 ) Не се начислява ДДС История на цената,60 кв.м,"Продава КЪЩА област София, с. Желен Обява: 1j178592253850614","+ток(+10), +вода(+10), +асфалт(+8), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1j178592253850614-prodava-kashta-oblast-sofiya-s-zhelen#playertag,"Продава се къща с двор в с. Желен, общ. Своге. Село Желен се намира само на 40 км. от София и на 7 км. от гр. Своге и на около 30 мин. пеша от ЖП Гара с. Желен. В селото и до имота има целогодишно живеещо население. Парцелът е с квадратура 594 кв.м.,..."
36,42.989721,23.371472,"v. Желен, област София, Bulgaria",33 000 € (550 €/m 2 ) Не се начислява ДДС История на цената,60 кв.м,"Продава КЪЩА област София, с. Желен Обява: 1j178592253850614","+ток(+10), +вода(+10), +асфалт(+8), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1j178592253850614-prodava-kashta-oblast-sofiya-s-zhelen,"Продава се къща с двор в с. Желен, общ. Своге. Село Желен се намира само на 40 км. от София и на 7 км. от гр. Своге и на около 30 мин. пеша от ЖП Гара с. Желен. В селото и до имота има целогодишно живеещо население. Парцелът е с квадратура 594 кв.м.,..."
36,42.937214,24.010672,"v. Осиковица, област София, Bulgaria",35 000 € (412 €/m 2 ) Цената е с включено ДДС История на цената,85 кв.м,"Продава КЪЩА област София, с. Осиковица Обява: 1j178482949046079","+ток(+10), +вода(+10), +целогодишен достъп(+12), +двор(+4)",,https://www.imot.bg/obiava-1j178482949046079-prodava-kashta-oblast-sofiya-s-osikovitsa,"Продава се двуетажна къща с просторен двор в с. Осиковица Предлагаме за продажба двуетажна къща, разположена в спокойно и живописно село Осиковица, подходяща както за постоянно живеене, така и за вила. Разпределение: * Първи етаж   кухня с трапезария..."
36,42.865374,22.863978,"v. Цацаровци, област София, Bulgaria",43 500 € (544 €/m 2 ) Не се начислява ДДС История на цената,80 кв.м,"Продава КЪЩА област София, с. Цацаровци Обява: 1j178228170533430","+ток(+10), +вода(+10), +целогодишен достъп(+12), +двор(+4)",,https://www.imot.bg/obiava-1j178228170533430-prodava-kashta-oblast-sofiya-s-tsatsarovtsi,"Предлагаме за продажба къща с двор в с. Цацаровци, община Драгоман. Имотът е разположен в тих и живописен район и предлага отлична възможност за създаване на уютен дом извън градската среда. В парцела е изградена двуетажна къща с площ от 80 кв.м, как..."
36,42.99684,22.86854,"v. Калотина, област София, Bulgaria",45 000 € (1 000 €/m 2 ) Не се начислява ДДС История на цената,45 кв.м,"Продава ВИЛА област София, с. Калотина Обява: 1k175672756628158","+ток(+10), +вода(+10), +целогодишен достъп(+12), +панорама(+4)",,https://www.imot.bg/obiava-1k175672756628158-prodava-vila-oblast-sofiya-s-kalotina,"Местоположение: Вилна зона с.Калотина, Ново Бърдо Разстояние - 55 км от София Асфалтов път, Бърз достъп, Красива панорама Дворно място 520м2 облагородено с овощни дръвчета и два бора Строителство: Масивно,тухла,плоча,дървена дограма Разпределение:РЗП..."
35,42.9646966,22.7969547,"v. Долно ново село, област София, Bulgaria",37 000 € (463 €/m 2 ) Не се начислява ДДС История на цената,80 кв.м,"Продава КЪЩА област София, с. Долно ново село Обява: 1j178608260363616","+обзаведен(+15), +ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1j178608260363616-prodava-kashta-oblast-sofiya-s-dolno-novo-selo,"Агенция за недвижими имоти ИСКЪР продава имот с четири спални, кухня с трапезария, баня с тоалетна, склад, тераса и красива дървена веранда, в село Долно Ново село в района на гр. Драгоман. Помещенията са разположени в две къщи една до друга. Имотът ..."
35,42.969296,23.29833,"v. Свидня, област София, Bulgaria",32 000 € (640 €/m 2 ) Не се начислява ДДС,50 кв.м,"Продава КЪЩА област София, с. Свидня махала Стоевци Обява: 1j172175889768234","+ток(+10), +вода(+10), +канализация(+10), +отопление(+5)",,https://www.imot.bg/obiava-1j172175889768234-prodava-kashta-oblast-sofiya-s-svidnya-mahala-stoevtsi,"7️⃣Seven Estate Даряваме 7% от ВСЕКИ наш комисион за благотворителни каузи. 📧 https://7estate.bg/ 7️⃣ Имаме привилегията да предложим на Вашето внимание двуетажна къща със страхотна панорамна гледка в община Своге. 📍Имотът се намира в с. Свидня, маха..."
34,42.6987,23.3219,"v. Брезе село Брезе, област София, Bulgaria",35 000 € (350 €/m 2 ) Не се начислява ДДС,100 кв.м,"Продава КЪЩА област София, с. Брезе село Брезе Обява: 1j170896057102737","+гараж(+10), +ток(+10), +вода(+10), +панорама(+4)",,https://www.imot.bg/obiava-1j170896057102737-prodava-kashta-oblast-sofiya-s-breze-selo-breze,"Продавам имот в село Брезе, представляващ дворно място от 1600 кв.м., заедно със стара жилищна сграда от 60 м2; стара жилищна сграда от 45 м2; селскостопанска постройка от 75 м2; селскостопанска постройка от 100 м2 и Масивен гараж от 25 м2. Имота се ..."
34,42.422207,23.995524,"v. Мухово, област София, Bulgaria",47 500 € (754 €/m 2 ) Не се начислява ДДС,63 кв.м,"Продава КЪЩА област София, с. Мухово Обява: 1j176397080798907","+ток(+10), +вода(+10), +канализация(+10), +двор(+4)",,https://www.imot.bg/obiava-1j176397080798907-prodava-kashta-oblast-sofiya-s-muhovo,"Sеcret Garden Real Estates, представя на вашето внимание за продажба къща със самостоятелен двор, разположена в живописното село Мухово, непосредствено до язовир Тополница. Къщата е на два етажа и има следното разпределение. **Първи етаж: две стаи, о..."
34,42.421757,23.995974,"v. Мухово, област София, Bulgaria",37 900 € (271 €/m 2 ) Не се начислява ДДС История на цената,140 кв.м,"Продава КЪЩА област София, с. Мухово Обява: 1j175681581092158","+гараж(+10), +ток(+10), +вода(+10), +панорама(+4)",,https://www.imot.bg/obiava-1j175681581092158-prodava-kashta-oblast-sofiya-s-muhovo,"Предлагаме на вашето внимание къща в с. Мухово с прекрасна панорама. На около 75 км. от София и 25 от АМ Тракия. Къщата е в регулацията на с. Мухово, на минути пеша от стената на яз. Тополница. Сградата е тухлена, със стоманобетонни плочи. РЗП 140 м2..."
32,42.960184,23.348232,"t. Своге, област София, Bulgaria",34 000 € (596 €/m 2 ) Цената е с включено ДДС,57 кв.м,"Продава КЪЩА област София, гр. Своге Обява: 1j174012775317978","+ток(+10), +вода(+10), +целогодишен достъп(+12)",,https://www.imot.bg/obiava-1j174012775317978-prodava-kashta-oblast-sofiya-gr-svoge,"Предлагам за продажба,къща близнак,находяща се в гр.Своге.На асфалтов път с целогодишен достъп и целогодишно ползване.На пешеходно разстояние от центъра да града,около 15 минути.Къщата се състой от остъклена тераса,преход към вестибюл и три обширни с..."
32,42.9700914,23.1425283,"v. Бучин проход, област София, Bulgaria",46 000 € (767 €/m 2 ) Цената е с включено ДДС История на цената,60 кв.м,"Продава КЪЩА област София, с. Бучин проход мах.Витова Обява: 1j178480494946960","+ток(+10), +вода(+10), +целогодишен достъп(+12)",,https://www.imot.bg/obiava-1j178480494946960-prodava-kashta-oblast-sofiya-s-buchin-prohod-mah-vitova,"Едноетажна вилна сграда с целогодишен достъп на 10 метра вляво от пътя Бучин проход-Своге. С ток и вода. Изрядна строителна документация. Застроена площ 60 кв.м. Вътрешно разпределение: спалня, дневна, кухня, баня с тоалетна. Парцелът позволява изгра..."
32,42.83277,24.10785,"v. Ямна v. Ямна, област София, Bulgaria",39 000 € (18 €/m 2 ) Цената е с включено ДДС История на цената,2180 кв.м,"Продава КЪЩА област София, с. Ямна С.Ямна Обява: 1j178248312088862","+нова(+12), +ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1j178248312088862-prodava-kashta-oblast-sofiya-s-yamna-s-yamna,"Къщата се намира на 90км. от София. Направена нова плоча на приземния и втория етаж. Изградена е нова вик и ел. инсталация. Изграден е и фундамент с колони за построяването на 40 квадратна стая. На приземния етаж има две големи стаи,които могат да се..."
31,42.882356,23.389641,"v. Луково, област София, Bulgaria",36 900 € (615 €/m 2 ) Не се начислява ДДС,60 кв.м,"Продава КЪЩА област София, с. Луково Обява: 1j172051970015198","+ток(+10), +целогодишен достъп(+12), +кладенец(+5), +двор(+4)",,https://www.imot.bg/obiava-1j172051970015198-prodava-kashta-oblast-sofiya-s-lukovo,"Масивна двуетажна къща от 1977г,2 етажа по 30 кв.м.,двор 1000 кв.м. с кладенец,денивелация,овощни дървета,ток,ограда,целогодишен достъп по асфалтов и бетонен път, наоколо живеят съседи целогодишно,граничи с борова гора,парцелът е слънчев,със западно ..."
30,42.959873,23.34866,"t. Своге, област София, Bulgaria",23 000 € (460 €/m 2 ) Не се начислява ДДС,50 кв.м,"Продава КЪЩА област София, гр. Своге Обява: 1j174465040663257","+ток(+10), +вода(+10), +канализация(+10)",,https://www.imot.bg/obiava-1j174465040663257-prodava-kashta-oblast-sofiya-gr-svoge,"7️⃣ 7Estate дарява 7% от печалбата за благотворителни каузи📧 https://7estate.bg/ 7️⃣ Имаме удоволствието да предложим на Вашето внимание парцел с готова инфраструктура и изградени тераси, идеален за изграждане на мечтания дом сред природата. 📍 Районъ..."
30,42.990753,23.894915,"v. Калугерово, област София, Bulgaria",27 000 € (241 €/m 2 ) Не се начислява ДДС,112 кв.м,"Продава КЪЩА област София, с. Калугерово Обява: 1j167888598994823","+гараж(+10), +ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1j167888598994823-prodava-kashta-oblast-sofiya-s-kalugerovo,"Двуетажна паянтова жилищна сграда със застроена площ 37,23 кв. метра. Къщата е със самостоятелен вход и обособено дворно място 800 кв. метра. Разпределението е следното: Приземен етаж с мазе и гараж, външни стълби към първи етаж, който се състои от д..."
29,42.9493105,23.9036101,"v. Правешка Лакавица, област София, Bulgaria",26 000 € (260 €/m 2 ) Цената е с включено ДДС История на цената,100 кв.м,"Продава КЪЩА област София, с. Правешка Лакавица Обява: 1j176181143450727","+ток(+10), +вода(+10), +кладенец(+5), +двор(+4)",,https://www.imot.bg/obiava-1j176181143450727-prodava-kashta-oblast-sofiya-s-praveshka-lakavitsa,"Предлагаме ви стара къща с двор от 2000кв.м.в село Правешка Лакавица.Къщата е захранена с ток и вода,а под нея има кладенец и казан за варене на ракия...."
29,42.698666,23.322159,"t. Костинброд С,Царичина, област София, Bulgaria",26 500 € (491 €/m 2 ) Не се начислява ДДС История на цената,54 кв.м,"Продава ВИЛА област София, гр. Костинброд С,Царичина Обява: 1k178674942129688","+ток(+10), +вода(+10), +сонда(+5), +двор(+4)",,https://www.imot.bg/obiava-1k178674942129688-prodava-vila-oblast-sofiya-gr-kostinbrod-s-tsarichina,"Представяме ви уникална възможност за инвестиция   очарователна вила, разположена в едно от най‑спокойните и зелени кътчета край София   село Царичина, само на 20 25 минути от града. Имотът включва 54 кв.м масивна постройка на две нива, съчетаваща фу..."
28,42.34719,23.84975,"v. Горна Василица, област София, Bulgaria",25 000 € (329 €/m 2 ) Не се начислява ДДС История на цената,76 кв.м,"Продава КЪЩА област София, с. Горна Василица м.Пердова Обява: 1j178694986442643","+ток(+10), +вода(+10), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1j178694986442643-prodava-kashta-oblast-sofiya-s-gorna-vasilitsa-m-perdova,"Стара селска къща със ЗП от 76 кв.м. ведно с двор УПИ от 1124 кв.м. в село Горна Василица, община Костенец. Паянтова конструкция, в лошо състояние включително теч от покрива. Възможно реставриране по желание. От към улицата дворът е ограден с дувар о..."
28,42.698566,23.3224,"v. Владо Тричков Ромча, област София, Bulgaria",18 000 € (1 000 €/m 2 ) Не се начислява ДДС История на цената,18 кв.м,"Продава ВИЛА област София, с. Владо Тричков Ромча Обява: 1k169877165462335","+ток(+10), +вода(+10), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1k169877165462335-prodava-vila-oblast-sofiya-s-vlado-trichkov-romcha,Масивно  Бунгало на етаж и полуетаж.Достъп по макадан.Съседи целогодишно живущи.Двор терасиран.Вода от извор.Мазе.Ток.Панорама.трл.0876115191...
27,42.969191,23.298619,"v. Свидня, област София, Bulgaria",45 000 € (500 €/m 2 ) Не се начислява ДДС,90 кв.м,"Продава КЪЩА област София, с. Свидня Обява: 1j177764750379629","+ток(+10), +асфалт(+8), +сонда(+5), +двор(+4)",,https://www.imot.bg/obiava-1j177764750379629-prodava-kashta-oblast-sofiya-s-svidnya,"Масивна къща в село Свидня , асфалт и 100 м черен път . На два етажа и приземен етаж .Двор 900 кв .м , ток, възможност за сонда . Изключителни права . Съдействие за кредитиране . За допълнителна информация на посоченият телефон ...."
27,42.968924,23.298773,"v. Свидня, област София, Bulgaria",14 000 € (875 €/m 2 ) Не се начислява ДДС,16 кв.м,"Продава ВИЛА област София, с. Свидня Обява: 1k165349073718160","+ток(+10), +целогодишен достъп(+12), +кладенец(+5)",,https://www.imot.bg/obiava-1k165349073718160-prodava-vila-oblast-sofiya-s-svidnya,"Вила в живописната м. Дашовци на с. Свидня с дворно място от 500 кв.м., представляваща паянтова постройка застроена на площ от около 16 кв.м. на етаж и половина с тераса, ток, кладенец с дълбочина 8 метра и постоянен воден стълб 3,5 метра и 10 овощни..."
27,42.698407,23.322607,"v. Владо Тричков м 'Калугерица', област София, Bulgaria",45 000 € (1 250 €/m 2 ) Не се начислява ДДС История на цената,36 кв.м,"Продава ВИЛА област София, с. Владо Тричков м 'Калугерица' Обява: 1k171663156936493","+вода(+10), +целогодишен достъп(+12), +кладенец(+5)",,https://www.imot.bg/obiava-1k171663156936493-prodava-vila-oblast-sofiya-s-vlado-trichkov-m-kalugeritsa#playertag,"***ВИДЕО в обявата под текста*** ЕДНОЕТАЖНА ВИЛНА ПОСТРОЙКА, РАЗПОЛОЖЕНА В ИМОТ С ЦЕЛОГОДИШЕН ДОСТЪП, С ЕЛЕКТРОЗАХРАНВАНЕ И ОСИГУРЕНА ВОДА ОТ НОВОИЗГРАДЕН СОНДАЖЕН КЛАДЕНЕЦ!!! МЕСТОПОЛОЖЕНИЕ: с. Владо Тричков, м. Калугерица. Селото е разположено на 8..."
27,42.6982,23.322766,"v. Владо Тричков м 'Калугерица', област София, Bulgaria",45 000 € (1 250 €/m 2 ) Не се начислява ДДС История на цената,36 кв.м,"Продава ВИЛА област София, с. Владо Тричков м 'Калугерица' Обява: 1k171663156936493","+вода(+10), +целогодишен достъп(+12), +кладенец(+5)",,https://www.imot.bg/obiava-1k171663156936493-prodava-vila-oblast-sofiya-s-vlado-trichkov-m-kalugeritsa,"***ВИДЕО в обявата под текста*** ЕДНОЕТАЖНА ВИЛНА ПОСТРОЙКА, РАЗПОЛОЖЕНА В ИМОТ С ЦЕЛОГОДИШЕН ДОСТЪП, С ЕЛЕКТРОЗАХРАНВАНЕ И ОСИГУРЕНА ВОДА ОТ НОВОИЗГРАДЕН СОНДАЖЕН КЛАДЕНЕЦ!!! МЕСТОПОЛОЖЕНИЕ: с. Владо Тричков, м. Калугерица. Селото е разположено на 8..."
25,42.5685331,23.8058025,"v. Бърдо, област София, Bulgaria",50 000 € (266 €/m 2 ) Не се начислява ДДС История на цената,188 кв.м,"Продава КЪЩА област София, с. Бърдо Обява: 1j178272263727115","+гараж(+10), +канализация(+10), +кладенец(+5)",,https://www.imot.bg/obiava-1j178272263727115-prodava-kashta-oblast-sofiya-s-bardo,"ДЕПОЗИРАНА! ПРОСТОРНА ТРИЕТАЖНА КЪЩА в с. Бърдо, общ. Ихтиман. Разположена на 188кв.м. къщата има следното разпределение: на партерен и сутеренен етаж са разположени съответно, двоен гараж, котелно помещение и мазе с вътрешно стълбище. На първи етаж:..."
25,42.9212604,24.0776729,"v. Малки Искър, област София, Bulgaria",42 000 € (1 400 €/m 2 ) Цената е с включено ДДС История на цената,30 кв.м,"Продава КЪЩА област София, с. Малки Искър Обява: 1j177934555485117","+ток(+10), +вода(+10), +кладенец(+5)",,https://www.imot.bg/obiava-1j177934555485117-prodava-kashta-oblast-sofiya-s-malki-iskar,"Предлагаме ви новопостроена,незавършена,едноетажна къща до реката с лице на главната улица на село Малки Искър.Къщата има кладенец и е захранена с ток и вода от селският водопровод...."
25,42.9514929,23.6794469,"v. Литаково, област София, Bulgaria",49 000 € (942 €/m 2 ) Цената е с включено ДДС История на цената,52 кв.м,"Продава КЪЩА област София, с. Литаково Обява: 1j178595083492817","+ток(+10), +вода(+10), +кладенец(+5)",,https://www.imot.bg/obiava-1j178595083492817-prodava-kashta-oblast-sofiya-s-litakovo,"Къщата се намира  на 35 мин. от София , непосредствено в Стара Планина. Чист въздух и природа. Ток, вода, канал, асвалтов път с добри съседи.Къщата е готова за живеене.ПВЦ дограма. блиндирана врата, плоча .Двора е ограден с плодни дървета . Бонуса е ..."
24,42.897255,23.42515,"v. Батулия, област София, Bulgaria",30 000 € (600 €/m 2 ) Не се начислява ДДС История на цената,50 кв.м,"Продава КЪЩА област София, с. Батулия Мах.равна нива Обява: 1j178627573266169","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j178627573266169-prodava-kashta-oblast-sofiya-s-batuliya-mah-ravna-niva,"Малка , но масивна къща близо до София, намираща се в махала Равна нива, вилна зона Батулия, състои се от 3 стаи, баня и таванско, с двор 1 декар равен и с прекрасна гледка към Балкана.Има ток и вода. Готова за живеене...."
24,42.697959,23.322866,"v. Батулия Бельови къщи, област София, Bulgaria",19 500 € (650 €/m 2 ) Не се начислява ДДС,30 кв.м,"Продава КЪЩА област София, с. Батулия Бельови къщи Обява: 1j177748926779809","+ток(+10), +вода(+10), +панорама(+4)",,https://www.imot.bg/obiava-1j177748926779809-prodava-kashta-oblast-sofiya-s-batuliya-belyovi-kashti,"ОФЕРТА 26660. Виртуален 360 градуса оглед можете да направите на: https://unicomimoti.com/IAMS/360/26660/app-files/index.html Уни комерс продава малка масивна тухлена вилна къща в живописното село Батулия, местност Бельови къщи. Сградата е с площ 55к..."
24,42.873406,24.0756615,"v. Лопян, област София, Bulgaria",49 999 € (94 €/m 2 ) Цената е с включено ДДС История на цената,530 кв.м,"Продава КЪЩА област София, с. Лопян Обява: 1j176597210231853","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j176597210231853-prodava-kashta-oblast-sofiya-s-lopyan,"Референтен номер: 940. Maxview предлага двуетажна къща с площ от 150 кв.м,разпределени в два етажа     На първият етаж е разположена кухня,две помещения,подходящи за механа и баня с санитарен възел.     На вторият етаж се намират три спални и баня с ..."
24,42.3302827,23.3650734,"v. Клисура (Самоков), област София, Bulgaria",28 000 € (467 €/m 2 ) Не се начислява ДДС История на цената,60 кв.м,"Продава КЪЩА област София, с. Клисура (Самоков) Обява: 1j172258755790942","+ток(+10), +канализация(+10), +двор(+4)",,https://www.imot.bg/obiava-1j172258755790942-prodava-kashta-oblast-sofiya-s-klisura-samokov,"ДИВА Пропъртис предлага в продажба самостоятелна къща с двор, намираща се в село Клисура, община Самоков, обл. София. Къщата е със застроена площ от 60 кв.м., едноетажна, с мазе и двор 416 кв.м. - изложение изток, юг и запад. Сградата е тухлена, стро..."
24,42.6977,23.3229,"v. Новачене във вилната зона, област София, Bulgaria",23 000 € (115 €/m 2 ) Не се начислява ДДС История на цената,200 кв.м,"Продава КЪЩА област София, с. Новачене във вилната зона Обява: 1j178272059502600","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j178272059502600-prodava-kashta-oblast-sofiya-s-novachene-vav-vilnata-zona,"Масивна двуетажна къща за продажба във вилната зона на село Новачене, Ботевград! - 1980 м2 двор - къщата е 200 м2 (по 100м2 на етаж) - граничи с гора. Само още 2 имота (необитаеми) наблизо - на 1вия етаж състои се от всекидневна, кухня, антре, коридо..."
24,42.9777956,23.7305179,"v. Новачене, област София, Bulgaria",42 000 € (420 €/m 2 ) Не се начислява ДДС,100 кв.м,"Продава КЪЩА област София, с. Новачене Обява: 1j177308074619928","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j177308074619928-prodava-kashta-oblast-sofiya-s-novachene,"УПИ 3800 кв.м с две къщи, ток и вода с. Новачене, 50 мин от София Продава се просторен УПИ с площ около 3800 кв.м в с. Новачене, община Ботевград, разположен на около 50 минути с автомобил от София. Имотът се намира в края на селото, в тиха и спокойн..."
24,42.929372,23.381187,"v. Томпсън, област София, Bulgaria",37 000 € (529 €/m 2 ) Цената е с включено ДДС История на цената,70 кв.м,"Продава КЪЩА област София, с. Томпсън Обява: 1j170773995751480","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1j170773995751480-prodava-kashta-oblast-sofiya-s-tompsan,"Панорамна гледка! Чист въздух, красота и спокойствие! Монолитна вила за продажба в с.Томпсън, общ.Своге с РЗП:70 кв.м. и двор от 500 кв.м. С ток, вода от каптаж. Чешма в близост до имота. На 2 km черен път след пощата в селото. Имот подходящ за хора ..."
24,42.77475,23.71624,"v. Чурек, област София, Bulgaria",36 000 € (232 €/m 2 ) Не се начислява ДДС,155 кв.м,"Продава ВИЛА област София, с. Чурек Обява: 1k166757055009965","+ток(+10), +вода(+10), +панорама(+4)",,https://www.imot.bg/obiava-1k166757055009965-prodava-vila-oblast-sofiya-s-churek,"Скала Ди Недвижими имоти предлага ексклузивно отличен парцел със започната къща във вилната зона на с.Чурек. Прекрасна панорама. Бърз достъп и добре ситуиран спрямо магистрала Хемус, така,че не се чува шума от нея. Вилната зона е с хубави, модeрни къ..."
24,42.968621,23.29872,"v. Свидня, област София, Bulgaria",18 000 € (300 €/m 2 ) Не се начислява ДДС,60 кв.м,"Продава ВИЛА област София, с. Свидня Обява: 1k171699470345952","+ток(+10), +вода(+10), +панорама(+4)",,https://www.imot.bg/obiava-1k171699470345952-prodava-vila-oblast-sofiya-s-svidnya,"Вила на един етаж находяща се в махала 'Дашовци' с дворно място от 700 кв.м. на 700-800 метра от главния път за с. Чибаовци. Има четири помещения, разкошна веранда с прекрасна панорама и външна тоалетна. Под верандата се намира складовото помещение /..."
24,42.98934,23.371559,"v. Желен, област София, Bulgaria",20 000 € (500 €/m 2 ) Не се начислява ДДС История на цената,40 кв.м,"Продава ВИЛА област София, с. Желен Обява: 1k171609865305072","+ток(+10), +вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1k171609865305072-prodava-vila-oblast-sofiya-s-zhelen,"ОТ СОБСТВЕНИК.Вила в с.Желен разположена на живописно място,оградена от гора с двор от 1300 кв.м.,вилата е с площ от 40 кв.м.,и има две спални и всекидневна,като в двора има и бунгало /15 кв.м./ за инструменти.Вилата има ток и опция за вода тъй като ..."
22,42.342618,23.705702,"v. Гуцал, област София, Bulgaria",50 000 € (769 €/m 2 ) Цената е с включено ДДС История на цената,65 кв.м,"Продава КЪЩА област София, с. Гуцал Обява: 1j178583402646451","+гараж(+10), +ток(+10), +вода(+10), +целогодишен достъп(+12)",гредоред(-20),https://www.imot.bg/obiava-1j178583402646451-prodava-kashta-oblast-sofiya-s-gutsal,"Агенция SUPRIMMO: www.suprimmo.bg Представяме за продажба имот с отличен потенциал, разположен в живописното планинско село Гуцал, известно със своя чист въздух и близост до природата. Имотът предлага чудесна възможност за създаване на уютен селски д..."
20,42.697441,23.322866,"v. Габровница Искърско дефиле, област София, Bulgaria",33 500 € (258 €/m 2 ) Не се начислява ДДС,130 кв.м,"Продава КЪЩА област София, с. Габровница Искърско дефиле Обява: 1j175881085420759","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1j175881085420759-prodava-kashta-oblast-sofiya-s-gabrovnitsa-iskarsko-defile,"БЕЗ КОМИСИОН ЗА КУПУВАЧА !!! 'Емили Риъл Естейтс' Ви предлага,триетажна къща в с.Габровница, общ.Своге. Къщата се намира в центъра на селото, на асфалтов път, също така е в близост до ЖП спирка. Разположена е в живописното Искърско дефиле, по пътя за..."
