Score,Latitude,Longitude,Location,Price,Size,Title,Matched Criteria,Penalties,URL,Description
20,42.696993,23.322607,"Гара Бов вилна зона, област София, Bulgaria",45 000 € (417 €/m 2 ) Цената е с включено ДДС История на цената,108 кв.м,"Продава ВИЛА област София, Гара Бов вилна зона Обява: 1k163033419620999","+гараж(+10), +вода(+10)",,https://www.imot.bg/obiava-1k163033419620999-prodava-vila-oblast-sofiya-gara-bov-vilna-zona,"МЕСТОПОЛОЖЕНИЕ: гара Бов, на 50км от София и на 10км от гр.Своге. ДОСТЪП: Асфьлт до гара Бов и 1.5км черен, равен път покрай река Трескавец. ОПИСАНИЕ НА ИМОТА: Триетажна, масивна сграда със ЗП - 50 кв.м и РЗП - 108 кв.м, с ПВЦ дограма и довъшителни р..."
20,42.715181,23.856433,"v. Долно Камарци, област София, Bulgaria",49 900 € (1 062 €/m 2 ) Не се начислява ДДС,47 кв.м,"Продава ВИЛА област София, с. Долно Камарци Обява: 1k178212978937278","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k178212978937278-prodava-vila-oblast-sofiya-s-dolno-kamartsi,"ТОК И ВОДА !!! ЧАС ПЪТ ОТ СОФИЯ !!! ТИШИНА И СПОКОЙСТВИЕ !!! Home2U представя на Вашето внимание имот във вилната зона на с. Долно Камарци, само на около час път от София. Парцелът е с площ 1026 кв.м., преотстъпен от общината през 1981г. Върху парцел..."
20,42.694193,23.795957,"v. Макоцево, област София, Bulgaria",30 000 € (857 €/m 2 ) Не се начислява ДДС История на цената,35 кв.м,"Продава ВИЛА област София, с. Макоцево Обява: 1k172897774698202","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k172897774698202-prodava-vila-oblast-sofiya-s-makotsevo,"Масивна постройка с три малки стаи общо 35 кв.м, намираща се във в.з. Овче бърдо. Равен терен, подходящ за семейства с малки деца. Има ток с ново табло, имровизирана тоалетна. Няма водопровод или сондаж, вода с туби си нося. Има 2 км черен път и лек ..."
20,42.968423,23.298176,"v. Свидня, област София, Bulgaria",32 000 € (711 €/m 2 ) Не се начислява ДДС История на цената,45 кв.м,"Продава ВИЛА област София, с. Свидня Обява: 1k178159726403005","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k178159726403005-prodava-vila-oblast-sofiya-s-svidnya,Продава се парцел с ток и вода. На парцела има малка къща която е за основен ремонт За контакт Капка Георгиева тел 0886067888 Оферта 19856...
20,43.1394,23.35653,"v. Дружево, област София, Bulgaria",35 000 € (486 €/m 2 ) Не се начислява ДДС История на цената,72 кв.м,"Продава ВИЛА област София, с. Дружево Обява: 1k171991722119679","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k171991722119679-prodava-vila-oblast-sofiya-s-druzhevo,"Агенция 'СИСТИ' продава едноетажна масивна къща застроена на 72 кв.м състояща се от входно антре,спалня,хол с трапезерия , камина с водна риза, радиатори във всички помещения , лира в банята,кухня и санитарен възел, голяма покрита тераса.Дворно място..."
20,42.729498,23.053304,"v. Мала Раковица, област София, Bulgaria",27 999 € (47 €/m 2 ) Цената е с включено ДДС История на цената,601 кв.м,"Продава ВИЛА област София, с. Мала Раковица Обява: 1k178310216540620","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k178310216540620-prodava-vila-oblast-sofiya-s-mala-rakovitsa,"ARCO Real Estate предлага за продажба поземлен имот с къща, разположен във вилна зона  Витошица . ? Само на 25 минути от София! ? На 5 км от входа на гр. Банкя ? В близост до Клисурски манастир  Св. Петка Параскева ? 45 метра лице на път Имотът се на..."
20,42.693518,23.796347,"v. Макоцево, област София, Bulgaria",30 000 € (857 €/m 2 ) Не се начислява ДДС История на цената,35 кв.м,"Продава ВИЛА област София, с. Макоцево Обява: 1k172897774698202","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k172897774698202-prodava-vila-oblast-sofiya-s-makotsevo#playertag,"Масивна постройка с три малки стаи общо 35 кв.м, намираща се във в.з. Овче бърдо. Равен терен, подходящ за семейства с малки деца. Има ток с ново табло, имровизирана тоалетна. Няма водопровод или сондаж, вода с туби си нося. Има 2 км черен път и лек ..."
20,42.968621,23.29794,"v. Свидня, област София, Bulgaria",18 000 € (200 €/m 2 ) Цената е без ДДС История на цената,90 кв.м,"Продава ВИЛА област София, с. Свидня Обява: 1k178274489600770","+ток(+10), +вода(+10)",,https://www.imot.bg/obiava-1k178274489600770-prodava-vila-oblast-sofiya-s-svidnya,"Двуетажна масивна вила.Вътрешни стълби .Хол на две нива .Камина.Два входа.Ток, вода.Двора е терасиран..Достъп по бетониран и макадан.Съседи целогодишно.Близо до река  в гориста местност.ИЗРЯДНИ ДОКУМЕНТИ...."
19,42.95937,23.348497,"t. Своге, област София, Bulgaria",50 000 € (500 €/m 2 ) Не се начислява ДДС История на цената,100 кв.м,"Продава КЪЩА област София, гр. Своге Обява: 1j178371410468252","+обзаведен(+15), +двор(+4)",,https://www.imot.bg/obiava-1j178371410468252-prodava-kashta-oblast-sofiya-gr-svoge,"Предлагаме за продажба двуетажна вила, разположена във вилна зона на гр. Своге, сред много зеленина, тишина и спокойствие. Имотът е подходящ както за сезонно ползване и почивка през уикендите, така и за хора, които търсят къща с голям двор и възможно..."
19,42.990078,23.895305,"v. Калугерово, област София, Bulgaria",19 999 € (286 €/m 2 ) Цената е с включено ДДС История на цената,70 кв.м,"Продава КЪЩА област София, с. Калугерово Обява: 1j177770696548445","+ток(+10), +кладенец(+5), +двор(+4)",,https://www.imot.bg/obiava-1j177770696548445-prodava-kashta-oblast-sofiya-s-kalugerovo,"Предлагаме ви къща в село Калугерово,махала ''Чекотина''под''Чекотинският манастир''.Къщата е над реката в уединена зона със само още една съседна къща в която се живее целогодишно.Къщата е с три стаи и двор от 1200кв.м.а около нея има още 5дка.които..."
19,42.9056,22.90351,"v. Чуковезер, област София, Bulgaria",24 999 € (234 €/m 2 ) Не се начислява ДДС История на цената,107 кв.м,"Продава КЪЩА област София, с. Чуковезер Обява: 1j176355431263898","+канализация(+10), +кладенец(+5), +двор(+4)",,https://www.imot.bg/obiava-1j176355431263898-prodava-kashta-oblast-sofiya-s-chukovezer,"CLAVIS NOVA Ви представя къща в китното селце Чуковезер, разположено на 5 км от град Драгоман и на 40 минути от София. Мястото е изключително спокойно, с чист въздух и неповторима панорамна гледка, идеално за релакс през уикендите! Характеристики на ..."
19,42.896805,23.4256,"v. Батулия, област София, Bulgaria",14 827.46 € (593.10 €/m 2 ) Не се начислява ДДС История на цената,25 кв.м,"Продава ВИЛА област София, с. Батулия Обява: 1k171620665841878","+ток(+10), +сонда(+5), +двор(+4)",,https://www.imot.bg/obiava-1k171620665841878-prodava-vila-oblast-sofiya-s-batuliya,"DHT Real Estate продава вила с двор във вилната зона на с. Батулия, община Своге. Застроената площ на вилата е 22 кв.м., на един етаж и таванско. Дворното място е с площ от 1 декар. Наличен ток. Село Батулия се намира в планински район и отстои на 35..."
18,43.00413,23.347935,"v. Церово, област София, Bulgaria",35 000 € (875 €/m 2 ) Цената е без ДДС История на цената,40 кв.м,"Продава КЪЩА област София, с. Церово Обява: 1j178421042948023","+гараж(+10), +панорама(+4), +двор(+4)",,https://www.imot.bg/obiava-1j178421042948023-prodava-kashta-oblast-sofiya-s-tserovo,"Едноетажна  масивна къща.Центрелен водопровод.Достъп целогодишен.Спалня,кухня ,баня и тоалетна. Двор терасиран.Панорама. Съседи целогодишно живущи.Гараж паянтов.Има възможносст за втори етаж.Изрядни документи!..."
16,42.341718,23.705702,"v. Гуцал, област София, Bulgaria",22 850 € (363 €/m 2 ) Не се начислява ДДС История на цената,63 кв.м,"Продава КЪЩА област София, с. Гуцал Обява: 1j169571258231722","+целогодишен достъп(+12), +двор(+4)",,https://www.imot.bg/obiava-1j169571258231722-prodava-kashta-oblast-sofiya-s-gutsal,"Двор 522 кв.м. Жилищна сграда 63кв.м, селскостопанска сграда 62 кв.м. Изцяло южно изложение - гледа към Рила планина. Целогодишен достъп, граничи с улица...."
15,42.2622319,23.4784438,"v. Говедарци, област София, Bulgaria",38 000 € (559 €/m 2 ) Не се начислява ДДС История на цената,68 кв.м,"Продава КЪЩА област София, с. Говедарци Обява: 1j176302190887618","+гараж(+10), +целогодишен достъп(+12), +панорама(+4), +двор(+4)",груб строеж(-15),https://www.imot.bg/obiava-1j176302190887618-prodava-kashta-oblast-sofiya-s-govedartsi,"Продава се 1/2 от масивна къща-близнак на груб строеж, разположена в идеалния център на село Говедарци. Имотът е изключително подходящ както за личен ваканционен дом, така и за инвестиция с цел отдаване под наем. ИЗРЯДНИ ДОКУМЕНТИ: Сградата е официал..."
15,42.9458113,23.0778361,"v. Василовци, област София, Bulgaria",30 000 € (1 000 €/m 2 ) Не се начислява ДДС,30 кв.м,"Продава КЪЩА област София, с. Василовци Обява: 1j177929191999894","+ток(+10), +кладенец(+5)",,https://www.imot.bg/obiava-1j177929191999894-prodava-kashta-oblast-sofiya-s-vasilovtsi,"Продаваме парцел с паянтова постройка в с.Василовци.Селото е на 30 км от София.В близост до Драгоман и Костинброд.Има редовна автобусна линия през цялата година, поща и кметство.В селото има постоянно живеещи хора и приходящи за празници и почивни дн..."
15,42.864756,23.365089,"v. Владо Тричков, област София, Bulgaria",29 000 € (784 €/m 2 ) Не се начислява ДДС История на цената,37 кв.м,"Продава ВИЛА област София, с. Владо Тричков Обява: 1k178660638071972","+ток(+10), +вода(+10), +кладенец(+5), +сонда(+5)",за ремонт(-15),https://www.imot.bg/obiava-1k178660638071972-prodava-vila-oblast-sofiya-s-vlado-trichkov,"Парцел 780 кв.м. с малка сграда състояща се от спалня, кухня, тоалетна и две други помещения (обща застроена площ 37 кв.м, два етажа). Ток, вода от сонда (кладенец) плюс септична яма. За ремонт. Моля изпратете емайл на [email protected] за запитвания..."
14,42.811013,23.007541,"v. Гълъбовци, област София, Bulgaria",49 990 € (476 €/m 2 ) Не се начислява ДДС История на цената,105 кв.м,"Продава КЪЩА област София, с. Гълъбовци Обява: 1j178126006271288","+ток(+10), +панорама(+4)",,https://www.imot.bg/obiava-1j178126006271288-prodava-kashta-oblast-sofiya-s-galabovtsi,"Представяме на Вашето внимание масивна къща от 1993 г. - тухла/ж.б плоча, находяща се в с. Гълъбовци - 24 км от изхода на София (от кв. 'Люлин'), която предлага следното разпределение --> Сутерен: баня и 2 стаи. Външни стълби към I-ви етаж, състоящ с..."
14,42.3076287,23.8588278,"v. Костенец, област София, Bulgaria",49 990 € (588 €/m 2 ) Не се начислява ДДС,85 кв.м,"Продава КЪЩА област София, с. Костенец Обява: 1j178349640264970","+гараж(+10), +двор(+4)",,https://www.imot.bg/obiava-1j178349640264970-prodava-kashta-oblast-sofiya-s-kostenets,"Предлагаме за продажба стара тухлена къща със собствен двор, разположена в спокоен район на гр. Костенец. Сградата се нуждае от основен ремонт, което предоставя отлична възможност новият собственик да реализира проекта си според собствените си идеи и..."
14,42.90333,23.39957,"v. Реброво, област София, Bulgaria",31 500 € (371 €/m 2 ) Не се начислява ДДС,85 кв.м,"Продава КЪЩА област София, с. Реброво Обява: 1j177558812016164","+ток(+10), +двор(+4)",,https://www.imot.bg/obiava-1j177558812016164-prodava-kashta-oblast-sofiya-s-rebrovo,"ЕКИП недвижими имоти продава масивна едноетажна вилна сграда със застроена площ от 63 кв.м, надстройка върху нея от 22 кв.м и голяма тераса с прекрасна гледка.Голям двор от 1108 кв.м с денивелация на 30 км. северно от гр. София по поречието на р. Иск..."
14,42.993192,23.63477,"v. Радотина, област София, Bulgaria",36 900 € (461 €/m 2 ) Не се начислява ДДС История на цената,80 кв.м,"Продава КЪЩА област София, с. Радотина Обява: 1j178176891822798","+ток(+10), +двор(+4)",,https://www.imot.bg/obiava-1j178176891822798-prodava-kashta-oblast-sofiya-s-radotina,"Оф 39541 ЧУДЕСЕН ИМОТ, РЗП-160кв.м, ОТЛИЧНО МЕСТОПОЛОЖЕНИЕ, ДО РЕКА И ПЛАНИНА, НА 80км от СОФИЯ, В БЛИЗОСТ ДО БОТЕВГРАД, БЪРЗ ДОСТЪП ПО МАГИСТРАЛА, ДВОР 400 кв.м, ТОК, ВОДОПРОВОД!!! Състои се от: 1 ЕТАЖ   механа, баня и тоалетна, спалня. 2 ЕТАЖ   2 с..."
14,42.864474,22.863978,"v. Цацаровци, област София, Bulgaria",44 900 € (281 €/m 2 ) Не се начислява ДДС История на цената,160 кв.м,"Продава КЪЩА област София, с. Цацаровци Обява: 1j176406879651379","+гараж(+10), +двор(+4)",,https://www.imot.bg/obiava-1j176406879651379-prodava-kashta-oblast-sofiya-s-tsatsarovtsi,"Инвест Пропъртис продава просторна къща на асфалтов път в живописното и спокойно с.Цацаровци. На около 50 км. разстояние от София, с отличен достъп и изградена инфраструктура. Къщата е ситуирана в голям, равен двор (920 кв.м) и е с площ от 160 кв.м. ..."
14,42.9047,22.90351,"v. Чуковезер, област София, Bulgaria",40 000 € (588 €/m 2 ) Не се начислява ДДС История на цената,68 кв.м,"Продава КЪЩА област София, с. Чуковезер Обява: 1j176470101956866","+гараж(+10), +двор(+4)",,https://www.imot.bg/obiava-1j176470101956866-prodava-kashta-oblast-sofiya-s-chukovezer,"'Имограф' недвижими имоти продава къща с двор в живописното село Чуковезер, находящо се на 4 км. от Драгоман. Къщата е с югоизточно изложение и равен поддържан двор с овощни дръвчета, грозде, и цветя. Състои се от: антре, две спални, кухня, трапезари..."
14,42.85786,23.55411,"v. Ябланица, област София, Bulgaria",37 000 € (209 €/m 2 ) Цената е с включено ДДС История на цената,177 кв.м,"Продава КЪЩА област София, с. Ябланица Обява: 1j171325857197033","+гараж(+10), +двор(+4)",,https://www.imot.bg/obiava-1j171325857197033-prodava-kashta-oblast-sofiya-s-yablanitsa,"Масивна триетажна жилищна сграда с добра локация в с.Ябланица, общ.Своге. РЗП: 177 кв.м. и двор от 1000 кв.м. С гараж. Къщата е с големи и просторни помещения, като се нуждае от ремонт. ИД:57241 За директни клиенти! БЕЗПЛАТНО СЪДЕЙСТВИЕ ЗА БАНКОВО КР..."
14,43.0186807,22.9058943,"v. Чепърлинци, област София, Bulgaria",16 000 € (188 €/m 2 ) Не се начислява ДДС История на цената,85 кв.м,"Продава КЪЩА област София, с. Чепърлинци Обява: 1j177700663398937","+ток(+10), +двор(+4)",,https://www.imot.bg/obiava-1j177700663398937-prodava-kashta-oblast-sofiya-s-cheparlintsi,"Хоум Хил предлага за продажба къща с просторен двор в с.Чепърлинци! Къщата е построена през 50-те години от здрави каменни основи, което я прави стабилна и подходяща за реновиране според вашия вкус. Състои се от следното разпределение: предверие, чет..."
14,42.864587,23.365441,"v. Владо Тричков, област София, Bulgaria",18 000 € (750 €/m 2 ) Не се начислява ДДС История на цената,24 кв.м,"Продава ВИЛА област София, с. Владо Тричков Обява: 1k169660795686984","+вода(+10), +двор(+4)",,https://www.imot.bg/obiava-1k169660795686984-prodava-vila-oblast-sofiya-s-vlado-trichkov,"Едноетажна  постройка.Вилна зона ,махала Ромча.Достъп по макадан.Съседи целогодишно живущи.Вода от извор.Двор терасиран.Барака за инструменти.Спалня ,кухня , предверие  и таванско.Близо до чешма с питейна изворна вода.Мазе.тел.0876115191..."
12,42.922312,22.93018,"t. Драгоман, област София, Bulgaria",30 000 € (1 154 €/m 2 ) Не се начислява ДДС История на цената,26 кв.м,"Продава КЪЩА област София, гр. Драгоман Обява: 1j177367194081221",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1j177367194081221-prodava-kashta-oblast-sofiya-gr-dragoman,"НА 35 МИН. ОТ СОФИЯ!!! ЦЕЛОГОДИШЕН ДОСТЪП!!! Инклузив България представя на Вашето внимание урегулиран поземлен имот сред природа, чист въздух и спокойствие, във вилната зона  Умляк  на гр. Драгоман. Дворът е ландшафтно оформен и е с площ от 764 m2 с..."
12,42.3327555,23.8721549,"t. Момин проход, област София, Bulgaria",45 000 € (338 €/m 2 ) Цената е с включено ДДС История на цената,133 кв.м,"Продава КЪЩА област София, гр. Момин проход Обява: 1j176823323239109",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1j176823323239109-prodava-kashta-oblast-sofiya-gr-momin-prohod,"ARCO REAL ESTATE предлага за продажба къща близнак в гр. Момин проход, разположена на главен път с открита панорамна гледка към зеленина и отличен целогодишен достъп. Имотът представлява стара двуетажна къща близнак със застроена площ от 100 кв.м., с..."
12,42.696834,23.3224,"t. Своге Спирка Орлин, област София, Bulgaria",42 500 € (379 €/m 2 ) Цената е с включено ДДС,112 кв.м,"Продава КЪЩА област София, гр. Своге Спирка Орлин Обява: 1j164942205130866","+асфалт(+8), +двор(+4)",,https://www.imot.bg/obiava-1j164942205130866-prodava-kashta-oblast-sofiya-gr-svoge-spirka-orlin,"Град Своге в близост до спирка на влака  Орлин така ,че може да се ползва и от хора без кола.Двор 520 кв.м.с денивилация.Автомобил би могъл да паркира ако се изгради рампа.Пътя е асфалт и бетон но последните 200 метра е горски равен черен път. Центра..."
12,42.696734,23.322159,"v. Белчин Фусково ханче, област София, Bulgaria",45 000 € (1 047 €/m 2 ) Не се начислява ДДС История на цената,43 кв.м,"Продава КЪЩА област София, с. Белчин Фусково ханче Обява: 1j178412343450642",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1j178412343450642-prodava-kashta-oblast-sofiya-s-belchin-fuskovo-hanche,"Предлагаме за продажба живописен вилен имот с голям потенциал, разположен в спокойната местност  Фусково ханче , с. Белчин. Имотът съчетава тишината на природата с бърз и удобен целогодишен достъп по бетониран път. В имота има узаконена едноетажна ви..."
12,42.6967,23.3219,"v. Белчин Фусково ханче, област София, Bulgaria",45 000 € (1 047 €/m 2 ) Не се начислява ДДС История на цената,43 кв.м,"Продава КЪЩА област София, с. Белчин Фусково ханче Обява: 1j178412343450642",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1j178412343450642-prodava-kashta-oblast-sofiya-s-belchin-fuskovo-hanche#playertag,"Предлагаме за продажба живописен вилен имот с голям потенциал, разположен в спокойната местност  Фусково ханче , с. Белчин. Имотът съчетава тишината на природата с бърз и удобен целогодишен достъп по бетониран път. В имота има узаконена едноетажна ви..."
12,42.8517828,23.0380281,"t. Сливница, област София, Bulgaria",49 999 € (215 €/m 2 ) Не се начислява ДДС История на цената,233 кв.м,"Продава КЪЩА област София, гр. Сливница Обява: 1j177788505191002",+нова(+12),,https://www.imot.bg/obiava-1j177788505191002-prodava-kashta-oblast-sofiya-gr-slivnitsa,"Продаваме урегулиран поземлен имот (УПИ) с площ 671 кв.м., разположен в гр. Сливница със започнато строителство на еднофамилна двуетажна къща. Излети са основи и е изградена подпорна стена. Новият собственик може да избере да довърши започнатия проек..."
12,42.696734,23.321641,"v. Горни Окол щъркелово гнездо, област София, Bulgaria",45 000 € (643 €/m 2 ) Не се начислява ДДС История на цената,70 кв.м,"Продава КЪЩА област София, с. Горни Окол щъркелово гнездо Обява: 1j178524821216817",+нова(+12),,https://www.imot.bg/obiava-1j178524821216817-prodava-kashta-oblast-sofiya-s-gorni-okol-shtarkelovo-gnezdo,"Продавам парцел с две постройки в него, находящ се в землището на с. Горни окол, местост Мало равнище, вилна зона Щъркелово гнездо. Вилите са две - стара и нова , слепени. Има пет стаи, две мазета, тоалетна, баня,веранда,балкон. Вилата е занемарена -..."
12,42.928472,23.381187,"v. Томпсън, област София, Bulgaria",44 900 € (607 €/m 2 ) Не се начислява ДДС История на цената,74 кв.м,"Продава КЪЩА област София, с. Томпсън Обява: 1j177615208955902",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1j177615208955902-prodava-kashta-oblast-sofiya-s-tompsan,"Имоти Премиер предлага къща, строена през 80-те години в с.Томсън. Целогодишен достъп, на 35 минути от гр. София. Централен водопровод. Масивна конструкция с плочи между етажите. Разпределение: 1-ви етаж: една стая и баня, 2-ри етаж: две стаи и предв..."
12,42.922001,22.930608,"t. Драгоман, област София, Bulgaria",30 000 € (1 154 €/m 2 ) Не се начислява ДДС История на цената,26 кв.м,"Продава ВИЛА област София, гр. Драгоман Обява: 1k177367147659325",+целогодишен достъп(+12),,https://www.imot.bg/obiava-1k177367147659325-prodava-vila-oblast-sofiya-gr-dragoman,"НА 35 МИН. ОТ СОФИЯ!!! ЦЕЛОГОДИШЕН ДОСТЪП!!! Инклузив България представя на Вашето внимание урегулиран поземлен имот сред природа, чист въздух и спокойствие, във вилната зона  Умляк  на гр. Драгоман. Дворът е ландшафтно оформен и е с площ от 764 m2 с..."
12,42.993463,23.090871,"v. Шума, област София, Bulgaria",39 000 € (402 €/m 2 ) Не се начислява ДДС История на цената,97 кв.м,"Продава КЪЩА област София, с. Шума махала 'Странье' Обява: 1j176285338269026","+асфалт(+8), +двор(+4)",,https://www.imot.bg/obiava-1j176285338269026-prodava-kashta-oblast-sofiya-s-shuma-mahala-stranye,"ЧУДЕСЕН ИМОТ, НАХОДЯЩ СЕ В ПОЛИТЕ НА ЗАПАДНА СТАРА ПЛАНИНА, НА 45КМ СЕВЕРОЗАПАДНО ОТ ГР.СОФИЯ, И 5КМ. ОТ ГР.ГОДЕЧ. Имотът включва двуетажна сграда от 1983г. и стара постройка, в ограден двор от 1200кв.м с плодни дръвчета и кошери. Застроената площ на..."
12,42.882045,23.390069,"v. Луково м., област София, Bulgaria",49 900 € (1 386 €/m 2 ) Не се начислява ДДС,36 кв.м,"Продава ВИЛА област София, с. Луково м. Обява: 1k165791880671536","+асфалт(+8), +двор(+4)",,https://www.imot.bg/obiava-1k165791880671536-prodava-vila-oblast-sofiya-s-lukovo-m,"ВИРТУС предлага масивна двуетажна вила в планината. Местност ''. Двор с денивелация. На километър от главния път за София. Достъп по асфалт, бетониран път и макадам...."
11,42.714281,23.856433,"v. Долно Камарци, област София, Bulgaria",48 000 € (480 €/m 2 ) Цената е с включено ДДС,100 кв.м,"Продава КЪЩА област София, с. Долно Камарци Обява: 1j177684570195416","+гараж(+10), +целогодишен достъп(+12), +двор(+4)",за ремонт(-15),https://www.imot.bg/obiava-1j177684570195416-prodava-kashta-oblast-sofiya-s-dolno-kamartsi,"Агенция за Недвижими имоти предлага на своите клиенти къща с двор на тихо и спокойно място в село Долно Камарци. Къщата се намира в район с целогодишно ползване и постоянно живеещи съседи. Състои се от партер с гараж и мазе, първи етаж: хол, две спал..."
10,42.864206,23.365528,"v. Владо Тричков, област София, Bulgaria",47 000 € (1 175 €/m 2 ) Цената е с включено ДДС,40 кв.м,"Продава ВИЛА област София, с. Владо Тричков Обява: 1k177521768382421",+ток(+10),,https://www.imot.bg/obiava-1k177521768382421-prodava-vila-oblast-sofiya-s-vlado-trichkov,"ARCO REAL ESTATE продава просторен парцел (УПИ) в с. Владо Тричков, Софийска област. В парцела има и стара вила. Има действаща партида за ток. Водата е от каптаж вътре в двора. Парцелът е с обща площ 1 874 кв.м и предлага широка гама от възможности  ..."
10,42.9894675,22.9691282,"v. Букоровци, област София, Bulgaria",12 499 € (521 €/m 2 ) Не се начислява ДДС История на цената,24 кв.м,"Продава КЪЩА област София, с. Букоровци Обява: 1j177978722968017",+вода(+10),,https://www.imot.bg/obiava-1j177978722968017-prodava-kashta-oblast-sofiya-s-bukorovtsi,"равен, УПИ, селото се намира в Западна България, община Годеч, на 7 км. от общинския център Годеч, 56 км. от София -  24 кв.м. паянтова сграда с изградена ел. инсталация и електромер /в момента тока е прекъснат/; - вода в парцела; - м/у къщи, които с..."
10,43.072688,23.108557,"v. Гинци, област София, Bulgaria",25 500 € (708 €/m 2 ) Цената е с включено ДДС История на цената,36 кв.м,"Продава КЪЩА област София, с. Гинци Махала Полеглица Обява: 1j170163697578351",+ток(+10),,https://www.imot.bg/obiava-1j170163697578351-prodava-kashta-oblast-sofiya-s-gintsi-mahala-poleglitsa,"Имоти Алсим и сие , продава къща(вила) в махала Полеглица, с.Гинци, общ.Годеч, София област, близо до Историческия път - дворното място е 1400 кв.м.застроената къща в имота е 36 кв.м Състои се от -дневна и спалня. - Налични комуникации:  ток, собстве..."
10,42.881542,23.389905,"v. Луково, област София, Bulgaria",43 000 € (1 593 €/m 2 ) Цената е с включено ДДС История на цената,27 кв.м,"Продава КЪЩА област София, с. Луково Обява: 1j171776081288696","+ток(+10), +вода(+10)",панел(-10),https://www.imot.bg/obiava-1j171776081288696-prodava-kashta-oblast-sofiya-s-lukovo,"КЛЮЧ В АГЕНЦИЯТА! ОГЛЕДИ ПО ВСЯКО ВРЕМЕ! Продава имот в с. Луково, местност  Божана чука . Панелна постройка от 27 кв.м. и дворно място от 1010 кв.м. Ток и вода. До имота има целогодишно живеещи в съседство. Къщата се състои от от антре, санитарен въ..."
10,42.421307,23.995524,"v. Мухово, област София, Bulgaria",43 000 € (307 €/m 2 ) Не се начислява ДДС История на цената,140 кв.м,"Продава КЪЩА област София, с. Мухово Обява: 1j175882092722834",+канализация(+10),,https://www.imot.bg/obiava-1j175882092722834-prodava-kashta-oblast-sofiya-s-muhovo,"Продава се двуетажна къща в с. Мухово в непосредствена близост до яз. Тополница с пейзажна гледка към планината. На 80км от град София. Къщата е тухлена, строена през 1988 г. РАЗПРЕДЕЛЕНИЯ: Първи етаж - 70 кв.м: 1.Всекидневна 2.Тоалетна 3.Антре 4.Про..."
10,42.696834,23.3214,"t. Ихтиман Иструм парк, област София, Bulgaria",41 000 € (328 €/m 2 ) Не се начислява ДДС История на цената,125 кв.м,"Продава ВИЛА област София, гр. Ихтиман Иструм парк Обява: 1k157977251687886",+вода(+10),,https://www.imot.bg/obiava-1k157977251687886-prodava-vila-oblast-sofiya-gr-ihtiman-istrum-park,"ИМОТИ КИМА предлага ваканционен имот на брега на язовир Искър, в частен къмпинг 'Инструм парк', с невероятна панорамна гледка към язовира, може да се ползва целогодишно. 🌳 Защо да изберете този имот? ✅ Панорамна гледка към язовира ✅ Частен, охраняем ..."
10,42.696993,23.321193,"t. Самоков Иструм парк, област София, Bulgaria",41 000 € (328 €/m 2 ) Не се начислява ДДС История на цената,125 кв.м,"Продава ВИЛА област София, гр. Самоков Иструм парк Обява: 1k169657658774326",+вода(+10),,https://www.imot.bg/obiava-1k169657658774326-prodava-vila-oblast-sofiya-gr-samokov-istrum-park,"ИМОТИ КИМА предлага ваканционен имот на брега на язовир Искър, в частен къмпинг 'Инструм парк', с невероятна панорамна гледка към язовира, може да се ползва целогодишно. 🌳 Защо да изберете този имот? ✅ Панорамна гледка към язовира ✅ Частен, охраняем ..."
10,42.77385,23.71624,"v. Чурек ул. Изгрев, област София, Bulgaria",50 000 € (294 €/m 2 ) Не се начислява ДДС,170 кв.м,"Продава КЪЩА област София, с. Чурек ул. Изгрев Обява: 1j171092519560090",+ток(+10),,https://www.imot.bg/obiava-1j171092519560090-prodava-kashta-oblast-sofiya-s-churek-ul-izgrev,"Компас пропърти предлага на Вашето внимание 1/2 идеални части от масивна къщa с парцел, находящи се в село Чурек. площ на къщата: застроена площ 50квадратни метра, РЗП 170м2 площ на парцела 470 кв.м Разпределение: три етажа: първи етаж приземен- всек..."
10,42.6132669,23.4567869,"v. Круша, област София, Bulgaria",30 000 € (375 €/m 2 ) Не се начислява ДДС,80 кв.м,"Продава ВИЛА област София, с. Круша Обява: 1k165563667438211",+канализация(+10),,https://www.imot.bg/obiava-1k165563667438211-prodava-vila-oblast-sofiya-s-krusha,"Масивна сграда, качествен ремонт, обзаведена вила с прекрасна локация и страхотен изглед. Вилата е построена изключително стабилно и качествено от собственик архитект, с каменни основи, дренаж изцяло, италиански теракот и ламинат, без влага и мухъл, ..."
